Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,161.69000244140625,162.94000244140625,159.8800048828125,162.89999389648438,152.14231872558594,9317300
2022-01-04,162.2899932861328,164.38999938964844,162.17999267578125,163.47000122070312,152.6746826171875,9253800
2022-01-05,163.44000244140625,165.32000732421875,163.39999389648438,164.2100067138672,153.36581420898438,9330200
2022-01-06,164.33999633789062,165.1999969482422,162.61000061035156,162.8300018310547,152.0769500732422,7556000
2022-01-07,163.1300048828125,163.52999877929688,161.9499969482422,162.74000549316406,151.99293518066406,6098500
2022-01-10,162.50999450683594,163.1199951171875,160.1699981689453,160.52000427246094,149.91949462890625,8055000
2022-01-11,160.22000122070312,160.22000122070312,156.91000366210938,158.66000366210938,148.1823272705078,11957900
2022-01-12,158.25999450683594,159.36000061035156,157.8300018310547,159.00999450683594,148.50921630859375,7127500
2022-01-13,159.30999755859375,159.4499969482422,157.77999877929688,158.2899932861328,147.83677673339844,6551000
2022-01-14,158.07000732421875,160.49000549316406,157.55999755859375,159.80999755859375,149.2563934326172,10708000
2022-01-18,158.52999877929688,158.52999877929688,156.0399932861328,156.72999572753906,146.37982177734375,10988400
2022-01-19,157.61000061035156,164.19000244140625,156.97000122070312,162.0,151.30174255371094,14088300
2022-01-20,160.1199951171875,164.3300018310547,160.1199951171875,162.0,152.11871337890625,10799100
2022-01-21,163.0,165.35000610351562,162.10000610351562,162.6199951171875,152.7008819580078,10900400
2022-01-24,163.42999267578125,164.1199951171875,158.72000122070312,161.3000030517578,151.46141052246094,14838100
2022-01-25,160.4499969482422,161.3000030517578,157.88999938964844,159.5399932861328,149.80873107910156,9369600
2022-01-26,157.33999633789062,159.57000732421875,156.3800048828125,158.14999389648438,148.50352478027344,10707100
2022-01-27,158.72999572753906,161.35000610351562,158.5800018310547,159.1300048828125,149.4237823486328,9083000
2022-01-28,158.61000061035156,160.9499969482422,157.32000732421875,160.5,150.71022033691406,9494200
2022-01-31,159.35000610351562,160.64999389648438,158.8699951171875,160.4499969482422,150.66323852539062,8950100
2022-02-01,160.7899932861328,161.3000030517578,157.72999572753906,159.74000549316406,149.99655151367188,6284100
2022-02-02,160.13999938964844,162.83999633789062,159.47000122070312,162.60000610351562,152.68211364746094,7558800
2022-02-03,161.97999572753906,164.97999572753906,161.6199951171875,164.13999938964844,154.12818908691406,10474500
2022-02-04,163.1300048828125,164.49000549316406,161.41000366210938,161.52999877929688,151.6773681640625,8959900
2022-02-07,161.8699951171875,162.25999450683594,159.6699981689453,160.32000732421875,150.54116821289062,6430500
2022-02-08,161.1199951171875,161.27000427246094,159.64999389648438,159.9600067138672,150.20315551757812,5048700
2022-02-09,160.36000061035156,160.63999938964844,159.27000427246094,159.60000610351562,149.8651123046875,8077400
2022-02-10,159.08999633789062,159.5,156.64999389648438,157.1699981689453,147.5833282470703,7033000
2022-02-11,158.00999450683594,158.5800018310547,155.5800018310547,156.2899932861328,146.7569580078125,9341400
2022-02-14,156.13999938964844,157.05999755859375,153.36000061035156,156.74000549316406,147.17953491210938,9472200
2022-02-15,157.77000427246094,159.32000732421875,156.11000061035156,156.82000732421875,147.25465393066406,6659200
2022-02-16,156.8300018310547,158.77999877929688,156.27000427246094,158.00999450683594,148.3720703125,9315700
2022-02-17,158.3800048828125,160.3800048828125,157.35000610351562,159.82000732421875,150.07167053222656,7925500
2022-02-18,159.5,161.05999755859375,158.82000732421875,159.89999389648438,150.14678955078125,8063200
2022-02-22,160.11000061035156,160.8800048828125,156.66000366210938,157.92999267578125,148.29696655273438,8179500
2022-02-23,158.3000030517578,158.60000610351562,155.60000610351562,155.9600067138672,146.44712829589844,6273000
2022-02-24,155.63999938964844,155.97999572753906,150.55999755859375,151.75999450683594,142.50328063964844,13145100
2022-02-25,152.3300018310547,158.94000244140625,152.25,158.24000549316406,148.5880584716797,8888800
2022-02-28,156.2899932861328,157.19000244140625,153.82000732421875,155.88999938964844,146.38137817382812,8669200
2022-03-01,154.30999755859375,155.39999389648438,152.33999633789062,153.30999755859375,143.95875549316406,8311900
2022-03-02,152.9600067138672,155.0800018310547,152.60000610351562,153.7899932861328,144.40948486328125,6111300
2022-03-03,153.77000427246094,155.86000061035156,153.77000427246094,154.36000061035156,144.94473266601562,7451200
2022-03-04,153.1199951171875,155.35000610351562,152.5500030517578,155.13999938964844,145.6771240234375,8639100
2022-03-07,154.49000549316406,154.52000427246094,151.13999938964844,152.83999633789062,143.5174102783203,8374500
2022-03-08,152.17999267578125,152.9499969482422,146.5800018310547,146.7899932861328,137.83642578125,9517200
2022-03-09,148.8300018310547,150.47000122070312,147.80999755859375,148.77000427246094,139.6956787109375,7044100
2022-03-10,147.8000030517578,148.27999877929688,143.94000244140625,144.94000244140625,136.09930419921875,9221000
2022-03-11,145.39999389648438,146.16000366210938,143.02999877929688,143.22000122070312,134.4842071533203,7086100
2022-03-14,144.4499969482422,146.0399932861328,143.35000610351562,145.0500030517578,136.2025909423828,7964600
2022-03-15,147.00999450683594,150.5399932861328,146.88999938964844,150.27000427246094,141.1041717529297,9868400
2022-03-16,150.6300048828125,151.7899932861328,148.0399932861328,149.75999450683594,140.62527465820312,6908900
2022-03-17,149.99000549316406,150.47000122070312,148.5,150.22999572753906,141.06661987304688,6003800
2022-03-18,150.8699951171875,150.8699951171875,148.24000549316406,150.14999389648438,140.99151611328125,15570300
2022-03-21,150.44000244140625,151.4199981689453,149.24000549316406,150.72000122070312,141.52674865722656,6937500
2022-03-22,153.42999267578125,153.60000610351562,150.52000427246094,151.8800048828125,142.61599731445312,7292100
2022-03-23,152.1999969482422,153.00999450683594,150.69000244140625,150.82000732421875,141.62063598632812,5531900
2022-03-24,150.88999938964844,151.55999755859375,150.16000366210938,151.0800018310547,141.86476135253906,4203100
2022-03-25,151.6300048828125,153.9199981689453,151.50999450683594,152.8300018310547,143.50802612304688,5047700
2022-03-28,153.63999938964844,153.89999389648438,152.6300048828125,153.8800048828125,144.49398803710938,4234000
2022-03-29,155.3699951171875,156.47000122070312,154.02000427246094,155.4600067138672,145.9776153564453,5643400
2022-03-30,152.5,154.42999267578125,151.94000244140625,154.38999938964844,144.97288513183594,5779300
2022-03-31,154.10000610351562,154.33999633789062,152.39999389648438,152.8000030517578,143.4798583984375,7538600
2022-04-01,153.52000427246094,155.4600067138672,152.05999755859375,155.08999633789062,145.63018798828125,5742600
2022-04-04,153.80999755859375,154.35000610351562,151.25999450683594,154.0800018310547,144.68177795410156,5992000
2022-04-05,153.61000061035156,157.3699951171875,153.5399932861328,154.6199951171875,145.1888427734375,7653000
2022-04-06,154.4199981689453,157.2899932861328,153.94000244140625,156.8300018310547,147.26406860351562,8884700
2022-04-07,157.8699951171875,159.38999938964844,156.97000122070312,158.86000061035156,149.17022705078125,6889700
2022-04-08,159.6999969482422,160.52999877929688,158.9199981689453,160.10000610351562,150.33460998535156,6045400
2022-04-11,159.9499969482422,161.2100067138672,158.6300048828125,159.49000549316406,149.76177978515625,6158400
2022-04-12,159.30999755859375,160.6300048828125,158.6999969482422,159.00999450683594,149.31106567382812,7221500
